id,age.grp,trial,encoding,correct,dob,date,age,condition
MSCH50,2,houses,none,0,5/21/10,6/1/12,2.032876712,No Label
MSCH50,2,pasta,none,0,5/21/10,6/1/12,2.032876712,No Label
MSCH50,2,beds,none,0,5/21/10,6/1/12,2.032876712,No Label
MSCH51,2,faces,none,0,5/6/10,6/1/12,2.073972603,No Label
MSCH51,2,houses,none,0,5/6/10,6/1/12,2.073972603,No Label
MSCH51,2,pasta,none,0,5/6/10,6/1/12,2.073972603,No Label
MSCH51,2,beds,none,0,5/6/10,6/1/12,2.073972603,No Label
MSCH44,2,faces,none,0,2/27/10,5/30/12,2.254794521,No Label
MSCH44,2,houses,none,0,2/27/10,5/30/12,2.254794521,No Label
MSCH44,2,pasta,none,0,2/27/10,5/30/12,2.254794521,No Label
MSCH44,2,beds,none,0,2/27/10,5/30/12,2.254794521,No Label
MSCH52,2,faces,none,0,11/30/09,6/1/12,2.504109589,No Label
MSCH52,2,houses,none,1,11/30/09,6/1/12,2.504109589,No Label
MSCH52,2,pasta,none,0,11/30/09,6/1/12,2.504109589,No Label
MSCH52,2,beds,none,1,11/30/09,6/1/12,2.504109589,No Label
MSCH38,2,faces,none,0,10/28/09,5/30/12,2.589041096,No Label
MSCH38,2,houses,none,0,10/28/09,5/30/12,2.589041096,No Label
MSCH38,2,pasta,none,1,10/28/09,5/30/12,2.589041096,No Label
MSCH38,2,beds,none,0,10/28/09,5/30/12,2.589041096,No Label
MSCH43,2,faces,none,0,9/15/09,5/30/12,2.706849315,No Label
MSCH43,2,houses,none,0,9/15/09,5/30/12,2.706849315,No Label
MSCH43,2,pasta,none,0,9/15/09,5/30/12,2.706849315,No Label
MSCH43,2,beds,none,0,9/15/09,5/30/12,2.706849315,No Label
MSCH49,2,faces,none,0,7/13/09,5/30/12,2.882191781,No Label
MSCH49,2,houses,none,0,7/13/09,5/30/12,2.882191781,No Label
MSCH49,2,pasta,none,0,7/13/09,5/30/12,2.882191781,No Label
MSCH49,2,beds,none,0,7/13/09,5/30/12,2.882191781,No Label
MSCH45,2,faces,none,0,7/8/09,5/30/12,2.895890411,No Label
MSCH45,2,houses,none,0,7/8/09,5/30/12,2.895890411,No Label
MSCH45,2,pasta,none,0,7/8/09,5/30/12,2.895890411,No Label
MSCH45,2,beds,none,1,7/8/09,5/30/12,2.895890411,No Label
MSCH42,2,faces,none,1,6/25/09,5/30/12,2.931506849,No Label
MSCH42,2,houses,none,0,6/25/09,5/30/12,2.931506849,No Label
MSCH42,2,pasta,none,0,6/25/09,5/30/12,2.931506849,No Label
MSCH42,2,beds,none,0,6/25/09,5/30/12,2.931506849,No Label
MSCH53,2,faces,none,1,6/4/09,6/1/12,2.994520548,No Label
MSCH53,2,houses,none,1,6/4/09,6/1/12,2.994520548,No Label
MSCH53,2,pasta,none,0,6/4/09,6/1/12,2.994520548,No Label
MSCH53,2,beds,none,0,6/4/09,6/1/12,2.994520548,No Label
SCH35,3,faces,none,0,4/27/09,5/2/12,3.016438356,No Label
SCH35,3,houses,none,0,4/27/09,5/2/12,3.016438356,No Label
SCH35,3,pasta,none,0,4/27/09,5/2/12,3.016438356,No Label
SCH35,3,beds,none,0,4/27/09,5/2/12,3.016438356,No Label
MSCH40,3,faces,none,0,5/25/09,5/30/12,3.016438356,No Label
MSCH40,3,houses,none,1,5/25/09,5/30/12,3.016438356,No Label
MSCH40,3,pasta,none,0,5/25/09,5/30/12,3.016438356,No Label
MSCH40,3,beds,none,1,5/25/09,5/30/12,3.016438356,No Label
SCH34,3,faces,none,0,4/12/09,5/2/12,3.057534247,No Label
SCH34,3,houses,none,0,4/12/09,5/2/12,3.057534247,No Label
SCH34,3,pasta,none,0,4/12/09,5/2/12,3.057534247,No Label
SCH34,3,beds,none,0,4/12/09,5/2/12,3.057534247,No Label
SCH33,3,faces,none,0,4/11/09,5/2/12,3.060273973,No Label
SCH33,3,houses,none,0,4/11/09,5/2/12,3.060273973,No Label
SCH33,3,pasta,none,0,4/11/09,5/2/12,3.060273973,No Label
SCH33,3,beds,none,0,4/11/09,5/2/12,3.060273973,No Label
MSCH41,3,faces,none,0,3/25/09,5/30/12,3.183561644,No Label
MSCH41,3,houses,none,0,3/25/09,5/30/12,3.183561644,No Label
MSCH41,3,pasta,none,0,3/25/09,5/30/12,3.183561644,No Label
MSCH41,3,beds,none,0,3/25/09,5/30/12,3.183561644,No Label
SCH37,3,beds,none,0,1/31/09,5/7/12,3.265753425,No Label
SCH37,3,faces,none,1,1/31/09,5/7/12,3.265753425,No Label
SCH37,3,houses,none,0,1/31/09,5/7/12,3.265753425,No Label
SCH37,3,pasta,none,1,1/31/09,5/7/12,3.265753425,No Label
SCH32,3,faces,none,1,1/23/09,5/2/12,3.273972603,No Label
SCH32,3,houses,none,0,1/23/09,5/2/12,3.273972603,No Label
SCH32,3,pasta,none,0,1/23/09,5/2/12,3.273972603,No Label
SCH32,3,beds,none,0,1/23/09,5/2/12,3.273972603,No Label
SCH36,3,beds,none,0,1/8/09,5/7/12,3.328767123,No Label
SCH36,3,faces,none,0,1/8/09,5/7/12,3.328767123,No Label
SCH36,3,houses,none,1,1/8/09,5/7/12,3.328767123,No Label
SCH36,3,pasta,none,1,1/8/09,5/7/12,3.328767123,No Label
SCH11,3,beds,none,0,10/5/08,3/2/12,3.408219178,No Label
SCH12,3,faces,none,0,10/5/08,3/2/12,3.408219178,No Label
SCH12,3,houses,none,0,10/5/08,3/2/12,3.408219178,No Label
SCH12,3,pasta,none,0,10/5/08,3/2/12,3.408219178,No Label
SCH12,3,beds,none,0,10/5/08,3/2/12,3.408219178,No Label
SCH18,3,faces,none,0,9/25/08,3/7/12,3.449315068,No Label
SCH18,3,houses,none,0,9/25/08,3/7/12,3.449315068,No Label
SCH18,3,pasta,none,0,9/25/08,3/7/12,3.449315068,No Label
SCH18,3,beds,none,0,9/25/08,3/7/12,3.449315068,No Label
MSCH48,3,faces,none,0,not given,5/30/12,3.5,No Label
MSCH48,3,houses,none,1,not given,5/30/12,3.5,No Label
MSCH48,3,pasta,none,0,not given,5/30/12,3.5,No Label
MSCH48,3,beds,none,0,not given,5/30/12,3.5,No Label
SCH25,3,faces,none,0,8/31/08,3/16/12,3.542465753,No Label
SCH25,3,houses,none,1,8/31/08,3/16/12,3.542465753,No Label
SCH25,3,pasta,none,1,8/31/08,3/16/12,3.542465753,No Label
SCH25,3,beds,none,0,8/31/08,3/16/12,3.542465753,No Label
SCH31,3,faces,none,0,7/3/08,3/19/12,3.712328767,No Label
SCH31,3,houses,none,0,7/3/08,3/19/12,3.712328767,No Label
SCH31,3,pasta,none,0,7/3/08,3/19/12,3.712328767,No Label
SCH31,3,beds,none,0,7/3/08,3/19/12,3.712328767,No Label
MSCH46,3,faces,none,0,8/27/08,5/30/12,3.75890411,No Label
MSCH46,3,houses,none,0,8/27/08,5/30/12,3.75890411,No Label
MSCH46,3,pasta,none,1,8/27/08,5/30/12,3.75890411,No Label
MSCH46,3,beds,none,0,8/27/08,5/30/12,3.75890411,No Label
SCH11,3,faces,none,1,5/6/08,3/2/12,3.824657534,No Label
SCH11,3,houses,none,1,5/6/08,3/2/12,3.824657534,No Label
SCH11,3,pasta,none,1,5/6/08,3/2/12,3.824657534,No Label
SCH29,3,faces,none,0,5/21/08,3/19/12,3.830136986,No Label
SCH29,3,houses,none,0,5/21/08,3/19/12,3.830136986,No Label
SCH29,3,pasta,none,0,5/21/08,3/19/12,3.830136986,No Label
SCH29,3,beds,none,0,5/21/08,3/19/12,3.830136986,No Label
MSCH39,3,beds,none,1,6/25/08,5/30/12,3.931506849,No Label
MSCH39,3,pasta,none,0,6/24/08,5/30/12,3.934246575,No Label
MSCH39,3,houses,none,0,6/22/08,5/30/12,3.939726027,No Label
MSCH39,3,faces,none,0,6/21/08,5/30/12,3.942465753,No Label
SCH28,4,faces,none,0,3/12/08,3/19/12,4.021917808,No Label
SCH28,4,houses,none,0,3/12/08,3/19/12,4.021917808,No Label
SCH28,4,pasta,none,0,3/12/08,3/19/12,4.021917808,No Label
SCH28,4,beds,none,0,3/12/08,3/19/12,4.021917808,No Label
SCH22,4,faces,none,0,3/4/08,3/12/12,4.024657534,No Label
SCH22,4,houses,none,0,3/4/08,3/12/12,4.024657534,No Label
SCH22,4,pasta,none,0,3/4/08,3/12/12,4.024657534,No Label
SCH22,4,beds,none,1,3/4/08,3/12/12,4.024657534,No Label
SCH24,4,faces,none,0,2/22/08,3/16/12,4.065753425,No Label
SCH24,4,houses,none,0,2/22/08,3/16/12,4.065753425,No Label
SCH24,4,pasta,none,1,2/22/08,3/16/12,4.065753425,No Label
SCH24,4,beds,none,0,2/22/08,3/16/12,4.065753425,No Label
SCH27,4,faces,none,0,2/16/08,3/19/12,4.090410959,No Label
SCH27,4,houses,none,0,2/16/08,3/19/12,4.090410959,No Label
SCH27,4,pasta,none,1,2/16/08,3/19/12,4.090410959,No Label
SCH27,4,beds,none,0,2/16/08,3/19/12,4.090410959,No Label
SCH17,4,faces,none,0,12/8/07,3/7/12,4.249315068,No Label
SCH17,4,houses,none,0,12/8/07,3/7/12,4.249315068,No Label
SCH17,4,pasta,none,1,12/8/07,3/7/12,4.249315068,No Label
SCH17,4,beds,none,0,12/8/07,3/7/12,4.249315068,No Label
SCH10,4,faces,none,0,11/8/07,3/2/12,4.317808219,No Label
SCH10,4,houses,none,0,11/8/07,3/2/12,4.317808219,No Label
SCH10,4,pasta,none,0,11/8/07,3/2/12,4.317808219,No Label
SCH10,4,beds,none,1,11/8/07,3/2/12,4.317808219,No Label
SCH9,4,faces,none,0,10/19/07,3/2/12,4.37260274,No Label
SCH9,4,houses,none,0,10/19/07,3/2/12,4.37260274,No Label
SCH9,4,pasta,none,0,10/19/07,3/2/12,4.37260274,No Label
SCH9,4,beds,none,0,10/19/07,3/2/12,4.37260274,No Label
SCH20,4,faces,none,0,10/21/07,3/12/12,4.394520548,No Label
SCH20,4,houses,none,0,10/21/07,3/12/12,4.394520548,No Label
SCH20,4,pasta,none,0,10/21/07,3/12/12,4.394520548,No Label
SCH20,4,beds,none,0,10/21/07,3/12/12,4.394520548,No Label
SCH6,4,faces,none,0,10/4/07,3/2/12,4.41369863,No Label
SCH6,4,houses,none,0,10/4/07,3/2/12,4.41369863,No Label
SCH6,4,pasta,none,0,10/4/07,3/2/12,4.41369863,No Label
SCH6,4,beds,none,0,10/4/07,3/2/12,4.41369863,No Label
SCH7,4,faces,none,1,10/4/07,3/2/12,4.41369863,No Label
SCH7,4,houses,none,0,10/4/07,3/2/12,4.41369863,No Label
SCH7,4,pasta,none,0,10/4/07,3/2/12,4.41369863,No Label
SCH7,4,beds,none,0,10/4/07,3/2/12,4.41369863,No Label
SCH15,4,faces,none,1,10/3/07,3/5/12,4.424657534,No Label
SCH15,4,houses,none,0,10/3/07,3/5/12,4.424657534,No Label
SCH15,4,pasta,none,0,10/3/07,3/5/12,4.424657534,No Label
SCH15,4,beds,none,0,10/3/07,3/5/12,4.424657534,No Label
SCH30,4,faces,none,0,10/10/07,3/19/12,4.443835616,No Label
SCH30,4,houses,none,0,10/10/07,3/19/12,4.443835616,No Label
SCH30,4,pasta,none,1,10/10/07,3/19/12,4.443835616,No Label
SCH30,4,beds,none,0,10/10/07,3/19/12,4.443835616,No Label
SCH3,4,faces,none,0,9/13/07,2/29/12,4.465753425,No Label
SCH3,4,houses,none,0,9/13/07,2/29/12,4.465753425,No Label
SCH3,4,pasta,none,0,9/13/07,2/29/12,4.465753425,No Label
SCH3,4,beds,none,0,9/13/07,2/29/12,4.465753425,No Label
SCH26,4,faces,none,0,10/2/07,3/19/12,4.465753425,No Label
SCH26,4,houses,none,0,10/2/07,3/19/12,4.465753425,No Label
SCH26,4,pasta,none,1,10/2/07,3/19/12,4.465753425,No Label
SCH26,4,beds,none,0,10/2/07,3/19/12,4.465753425,No Label
SCH8,4,faces,none,0,8/27/07,3/2/12,4.517808219,No Label
SCH8,4,houses,none,0,8/27/07,3/2/12,4.517808219,No Label
SCH8,4,pasta,none,0,8/27/07,3/2/12,4.517808219,No Label
SCH8,4,beds,none,0,8/27/07,3/2/12,4.517808219,No Label
SCH16,4,faces,none,0,8/19/07,3/7/12,4.553424658,No Label
SCH16,4,houses,none,0,8/19/07,3/7/12,4.553424658,No Label
SCH16,4,pasta,none,0,8/19/07,3/7/12,4.553424658,No Label
SCH16,4,beds,none,1,8/19/07,3/7/12,4.553424658,No Label
SCH14,4,faces,none,0,8/9/07,3/5/12,4.575342466,No Label
SCH14,4,houses,none,0,8/9/07,3/5/12,4.575342466,No Label
SCH14,4,pasta,none,0,8/9/07,3/5/12,4.575342466,No Label
SCH14,4,beds,none,1,8/9/07,3/5/12,4.575342466,No Label
SCH2,4,faces,none,0,7/22/07,2/29/12,4.610958904,No Label
SCH2,4,houses,none,0,7/22/07,2/29/12,4.610958904,No Label
SCH2,4,pasta,none,0,7/22/07,2/29/12,4.610958904,No Label
SCH2,4,beds,none,0,7/22/07,2/29/12,4.610958904,No Label
SCH5,4,faces,none,0,7/24/07,3/2/12,4.610958904,No Label
SCH5,4,houses,none,0,7/24/07,3/2/12,4.610958904,No Label
SCH5,4,pasta,none,0,7/24/07,3/2/12,4.610958904,No Label
SCH5,4,beds,none,0,7/24/07,3/2/12,4.610958904,No Label
SCH13,4,faces,none,0,6/6/07,3/5/12,4.750684932,No Label
SCH13,4,houses,none,0,6/6/07,3/5/12,4.750684932,No Label
SCH13,4,pasta,none,0,6/6/07,3/5/12,4.750684932,No Label
SCH13,4,beds,none,0,6/6/07,3/5/12,4.750684932,No Label
SCH21,4,faces,none,0,6/10/07,3/12/12,4.75890411,No Label
SCH21,4,houses,none,0,6/10/07,3/12/12,4.75890411,No Label
SCH21,4,pasta,none,0,6/10/07,3/12/12,4.75890411,No Label
SCH21,4,beds,none,0,6/10/07,3/12/12,4.75890411,No Label
SCH19,4,faces,none,0,5/22/07,3/5/12,4.791780822,No Label
SCH19,4,houses,none,0,5/22/07,3/5/12,4.791780822,No Label
SCH19,4,pasta,none,0,5/22/07,3/5/12,4.791780822,No Label
SCH19,4,beds,none,1,5/22/07,3/5/12,4.791780822,No Label
SCH23,4,faces,none,0,5/23/07,3/16/12,4.819178082,No Label
SCH23,4,houses,none,0,5/23/07,3/16/12,4.819178082,No Label
SCH23,4,pasta,none,0,5/23/07,3/16/12,4.819178082,No Label
SCH23,4,beds,none,0,5/23/07,3/16/12,4.819178082,No Label
SCH1,4,faces,none,0,5/6/07,2/29/12,4.821917808,No Label
SCH1,4,houses,none,0,5/6/07,2/29/12,4.821917808,No Label
SCH1,4,pasta,none,0,5/6/07,2/29/12,4.821917808,No Label
SCH1,4,beds,none,0,5/6/07,2/29/12,4.821917808,No Label
MSCH66,3,faces,none,0,12/9/08,6/8/12,3.498630137,No Label
MSCH66,3,houses,none,0,12/9/08,6/8/12,3.498630137,No Label
MSCH66,3,pasta,none,1,12/9/08,6/8/12,3.498630137,No Label
MSCH66,3,beds,none,0,12/9/08,6/8/12,3.498630137,No Label
MSCH67,3,faces,none,0,3/12/09,6/8/12,3.243835616,No Label
MSCH67,3,houses,none,1,3/12/09,6/8/12,3.243835616,No Label
MSCH67,3,pasta,none,0,3/12/09,6/8/12,3.243835616,No Label
MSCH67,3,beds,none,1,3/12/09,6/8/12,3.243835616,No Label
MSCH68,3,faces,none,0,6/30/08,6/8/12,3.942465753,No Label
MSCH68,3,houses,none,0,6/30/08,6/8/12,3.942465753,No Label
MSCH68,3,pasta,none,0,6/30/08,6/8/12,3.942465753,No Label
MSCH68,3,beds,none,0,6/30/08,6/8/12,3.942465753,No Label
MSCH69,2,faces,none,0,9/18/09,6/8/12,2.723287671,No Label
MSCH69,2,houses,none,1,9/18/09,6/8/12,2.723287671,No Label
MSCH69,2,pasta,none,1,9/18/09,6/8/12,2.723287671,No Label
MSCH69,2,beds,none,0,9/18/09,6/8/12,2.723287671,No Label
MSCH70,2,faces,none,0,2/15/10,6/7/12,2.309589041,No Label
MSCH70,2,houses,none,0,2/15/10,6/7/12,2.309589041,No Label
MSCH70,2,pasta,none,0,2/15/10,6/7/12,2.309589041,No Label
MSCH70,2,beds,none,1,2/15/10,6/7/12,2.309589041,No Label
MSCH71,3,faces,none,1,4/17/09,6/7/12,3.142465753,No Label
MSCH71,3,houses,none,1,4/17/09,6/7/12,3.142465753,No Label
MSCH71,3,pasta,none,1,4/17/09,6/7/12,3.142465753,No Label
MSCH71,3,beds,none,0,4/17/09,6/7/12,3.142465753,No Label
MSCH72,3,faces,none,1,9/18/08,6/7/12,3.720547945,No Label
MSCH72,3,houses,none,1,9/18/08,6/7/12,3.720547945,No Label
MSCH72,3,pasta,none,0,9/18/08,6/7/12,3.720547945,No Label
MSCH72,3,beds,none,0,9/18/08,6/7/12,3.720547945,No Label
MSCH73,3,faces,none,0,5/3/09,6/7/12,3.098630137,No Label
MSCH73,3,houses,none,0,5/3/09,6/7/12,3.098630137,No Label
MSCH73,3,pasta,none,0,5/3/09,6/7/12,3.098630137,No Label
MSCH73,3,beds,none,0,5/3/09,6/7/12,3.098630137,No Label
MSCH74,2,faces,none,1,2/5/10,6/7/12,2.336986301,No Label
MSCH74,2,houses,none,0,2/5/10,6/7/12,2.336986301,No Label
MSCH74,2,pasta,none,0,2/5/10,6/7/12,2.336986301,No Label
MSCH74,2,beds,none,1,2/5/10,6/7/12,2.336986301,No Label
MSCH75,3,faces,none,0,10/5/08,6/7/12,3.673972603,No Label
MSCH75,3,houses,none,0,10/6/08,6/7/12,3.671232877,No Label
MSCH75,3,pasta,none,0,10/8/08,6/7/12,3.665753425,No Label
MSCH75,3,beds,none,0,10/9/08,6/7/12,3.663013699,No Label
MSCH76,2,faces,none,0,11/11/09,6/11/12,2.583561644,No Label
MSCH76,2,houses,none,0,11/11/09,6/11/12,2.583561644,No Label
MSCH76,2,pasta,none,0,11/11/09,6/11/12,2.583561644,No Label
MSCH76,2,beds,none,0,11/11/09,6/11/12,2.583561644,No Label
MSCH77,2,faces,none,0,11/23/09,6/11/12,2.550684932,No Label
MSCH77,2,houses,none,0,11/23/09,6/11/12,2.550684932,No Label
MSCH77,2,pasta,none,0,11/23/09,6/11/12,2.550684932,No Label
MSCH77,2,beds,none,1,11/23/09,6/11/12,2.550684932,No Label
MSCH78,2,faces,none,0,1/5/10,6/11/12,2.432876712,No Label
MSCH78,2,houses,none,0,1/5/10,6/11/12,2.432876712,No Label
MSCH78,2,pasta,none,0,1/5/10,6/11/12,2.432876712,No Label
MSCH78,2,beds,none,1,1/5/10,6/11/12,2.432876712,No Label
MSCH79,2,faces,none,0,9/28/09,6/11/12,2.704109589,No Label
MSCH79,2,houses,none,1,9/28/09,6/11/12,2.704109589,No Label
MSCH79,2,pasta,none,0,9/28/09,6/11/12,2.704109589,No Label
MSCH79,2,beds,none,1,9/28/09,6/11/12,2.704109589,No Label
MSCH80,2,faces,none,0,9/8/09,6/11/12,2.75890411,No Label
MSCH80,2,houses,none,0,9/8/09,6/11/12,2.75890411,No Label
MSCH80,2,pasta,none,0,9/8/09,6/11/12,2.75890411,No Label
MSCH80,2,beds,none,0,9/8/09,6/11/12,2.75890411,No Label
MSCH81,2,faces,none,1,8/10/09,6/11/12,2.838356164,No Label
MSCH81,2,houses,none,0,8/10/09,6/11/12,2.838356164,No Label
MSCH81,2,pasta,none,0,8/10/09,6/11/12,2.838356164,No Label
MSCH81,2,beds,none,0,8/10/09,6/11/12,2.838356164,No Label
MSCH82,2,faces,none,1,12/27/09,6/11/12,2.457534247,No Label
MSCH82,2,houses,none,0,12/27/09,6/11/12,2.457534247,No Label
MSCH82,2,pasta,none,1,12/27/09,6/11/12,2.457534247,No Label
MSCH82,2,beds,none,0,12/27/09,6/11/12,2.457534247,No Label
MSCH83,2,faces,none,0,1/28/10,6/11/12,2.369863014,No Label
MSCH83,2,houses,none,0,1/28/10,6/11/12,2.369863014,No Label
MSCH83,2,pasta,none,1,1/28/10,6/11/12,2.369863014,No Label
MSCH83,2,beds,none,0,1/28/10,6/11/12,2.369863014,No Label
MSCH84,2,faces,none,0,8/12/09,6/11/12,2.832876712,No Label
MSCH84,2,houses,none,0,8/12/09,6/11/12,2.832876712,No Label
MSCH84,2,pasta,none,1,8/12/09,6/11/12,2.832876712,No Label
MSCH84,2,beds,none,0,8/12/09,6/11/12,2.832876712,No Label
MSCH85,2,faces,none,0,10/3/09,6/11/12,2.690410959,No Label
MSCH85,2,houses,none,0,10/3/09,6/11/12,2.690410959,No Label
MSCH85,2,pasta,none,0,10/3/09,6/11/12,2.690410959,No Label
MSCH85,2,beds,none,0,10/3/09,6/11/12,2.690410959,No Label
